hotel_id	hotel_name	hotel_address	city	country	hotel_score
1149	H10 Casa Mimosa 4 Sup	'179, Carrer de Pau Claris, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08037, Spain'	Barcelona	Spain	9.6
1150	Catalonia Ramblas 4 Sup	Hôtel Lleo, 22, 24, Carrer de Pelai, el Raval, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08001, Spain	Barcelona	Spain	8.6
1151	Hotel Midmost	Hotel Inglaterra, Carrer de Pelai, el Raval, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08007, Spain	Barcelona	Spain	9.2
1152	Arthotel ANA Westbahn	1, Pelzgasse, Nibelungenviertel, KG Fünfhaus, Rudolfsheim-Fünfhaus, Vienna, 1150, Austria	Vienna	Austria	8.3
1153	The Rookery	'The Rookery, 12, Peter''s Lane, Saint Luke''s, Clerkenwell, London Borough of Islington, London, Greater London, England, EC1M 6DS, United Kingdom'	London	United Kingdom	9.1
1154	Hotel Wandl	9, Petersplatz, Widmerviertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	8.5
1155	Hotel Sacher Wien	Hotel Sacher, 4, Maysedergasse, Kärntner Viertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	9.5
1156	ME Milan Il Duca	Hotel Melià Il Duca, 13, Piazza della Repubblica, Porta Nuova, Milan, Lombardy, 20124, Italy	Milan	Italy	9.2
1157	Hotel Principe Di Savoia	Principe di Savoia, 17, Piazza della Repubblica, Porta Nuova, Milan, Lombardy, 20124, Italy	Milan	Italy	9.1
1158	The Westin Palace	Westin Palace, 20, Piazza della Repubblica, Porta Nuova, Milan, Lombardy, 20124, Italy	Milan	Italy	8.5
1159	Glam Milano	Centrale, Via Martiri Oscuri, Greco, Milan, Lombardy, 20172, Italy	Milan	Italy	8.8
1160	Excelsior Hotel Gallia Luxury Collection Hotel	Centrale, Via Martiri Oscuri, Greco, Milan, Lombardy, 20172, Italy	Milan	Italy	9.4
1161	Rosa Grand Milano Starhotels Collezione	3, Piazza Fontana, Pasquirolo, Municipio 1, Milan, Lombardy, 20122, Italy	Milan	Italy	8.6
1162	TownHouse 12	Sarpi, Via Giovanni Battista Niccolini, Chinatown, Municipio 8, Milan, Lombardy, 20154, Italy	Milan	Italy	8.1
1163	Hotel Mozart	Sarpi, Via Giovanni Battista Niccolini, Chinatown, Municipio 8, Milan, Lombardy, 20154, Italy	Milan	Italy	8
1164	Hotel Dei Cavalieri	Duomo, Via San Tomaso, Cordusio, Municipio 1, Milan, Lombardy, 2021, Italy	Milan	Italy	8.4
1165	Best Western Plus Hotel Galles	Buenos Aires - Venezia, Piazza Luigi di Savoia, Centrale, Municipio 2, Milan, Lombardy, 20124, Italy	Milan	Italy	8.5
1166	Starhotels Anderson	Centrale, Via Martiri Oscuri, Greco, Milan, Lombardy, 20172, Italy	Milan	Italy	8.7
1167	Hotel Michelangelo	Centrale, Via Martiri Oscuri, Greco, Milan, Lombardy, 20172, Italy	Milan	Italy	8.4
1168	Hotel Mercure Milano Centro	Bottega Renzini, Piazza Guglielmo Oberdan, Porta Venezia, Milan, Lombardy, 20129, Italy	Milan	Italy	8.4
1169	NYX Milan	Centrale, Via Martiri Oscuri, Greco, Milan, Lombardy, 20172, Italy	Milan	Italy	8.8
1170	The Yard Milano	'Ticinese, Viale Gabriele d''Annunzio, Borgo San Gottardo, Porta Ticinese, Milan, Lombardy, 20123, Italy'	Milan	Italy	9.2
1171	Hotel Sunflower	Piazzale Lugano, Derganino, Bovisa, Milan, Lombardy, 20158, Italy	Milan	Italy	7.6
1172	Sheraton Grand London Park Lane	'Airwork House, 33-35, Piccadilly, St. James''s, Mayfair, City of Westminster, London, Greater London, England, W1J 0LA, United Kingdom'	London	United Kingdom	8.1
1173	M venpick Hotel Amsterdam City Centre	'Ipo''s Coffee Gallery, 29, Piet Heinkade, Amsterdam, North Holland, Netherlands, 1019 BR, Netherlands'	Amsterdam	Netherlands	8.4
1174	Silken Ramblas	Turin Hotel, Carrer del Pintor Fortuny, el Raval, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 08002, Spain	Barcelona	Spain	7.9
1175	Duquesa Suites Barcelona	2, Via Laietana, Gothic Quarter, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 08002, Spain	Barcelona	Spain	9.1
1176	Hotel SB Diagonal Zero Barcelona 4 Sup	2, Rambla de Prim, el Besòs i el Maresme, Sant Martí, Barcelona, Barcelonès, Barcelona, Catalonia, 08019, Spain	Barcelona	Spain	8.2
1177	Hotel DO Pla a Reial G L 	Terrassa Do, Royal Square, Gothic Quarter, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 80002, Spain	Barcelona	Spain	9.3
1178	W Barcelona	W Barcelona, 1, Plaça de la Rosa dels Vents, la Barceloneta, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 08039, Spain	Barcelona	Spain	8.5
1179	H10 Urquinaona Plaza	'6, Plaça d''Urquinaona, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08010, Spain'	Barcelona	Spain	9.1
1180	Hotel du Louvre in the Unbound Collection by Hyatt	4, Place André Malraux, Quartier du Palais Royal, 1st Arrondissement, Paris, Ile-de-France, France, 75001, France	Paris	France	8.3
1181	W Paris Op ra	'Opéra Garnier, 8, Rue Scribe, Quartier de la Chaussée-d''Antin, 9th Arrondissement, Paris, Ile-de-France, France, 75009, France'	Paris	France	8.2
1182	Hotel Miramar Barcelona GL	Hotel Miramar Barcelona, Carretera de Miramar, Port de Barcelona, Montjuïc, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalonia, 08038, Spain	Barcelona	Spain	8.7
1183	Olivia Plaza Hotel	'Olivia Plaza Hotel, 19, Plaça de Catalunya, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08002, Spain'	Barcelona	Spain	9.3
1184	Catalonia Barcelona Plaza	'Fountain of Plaça d''Espanya, Gran Via de les Corts Catalanes, Hostafrancs, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 8015, Spain'	Barcelona	Spain	8.4
1185	Barcel Sants	Sants, Sants-Montjuïc, Barcelona, Barcelonès, Barcelona, Catalonia, Spain	Barcelona	Spain	8.6
1186	London Marriott Maida Vale	London Marriott Hotel Maida Vale, Plaza Parade, South Hampstead, London Borough of Camden, London, Greater London, England, NW6 5RP, United Kingdom	London	United Kingdom	8.1
1187	The Langham London	'The Langham, 1c, Portland Place, St. James''s, Fitzrovia, City of Westminster, London, Greater London, England, W1G 9DS, United Kingdom'	London	United Kingdom	9.3
1188	The Ned	1, Old Jewry, City of London, Greater London, England, EC2R 8DU, United Kingdom	London	United Kingdom	9.3
1189	Sofitel Vienna Stephansdom	SO/ Vienna, Praterstraße, Karmeliterviertel, KG Leopoldstadt, Leopoldstadt, Vienna, 1020, Austria	Vienna	Austria	9
1190	Grand Hotel Amr th Amsterdam	Scheepvaarthuis, Prins Hendrikkade, Centrum, Amsterdam, North Holland, Netherlands, 1011AW, The Netherlands	Amsterdam	Netherlands	8.3
1191	art otel Amsterdam	Centrum, Amsterdam, North Holland, Netherlands, 1012TM, The Netherlands	Amsterdam	Netherlands	9
1192	NH Collection Amsterdam Barbizon Palace	Hans Douglas, 59, Prins Hendrikkade, Burgwallen-Oude Zijde, Amsterdam, North Holland, Netherlands, 1012AD, The Netherlands	Amsterdam	Netherlands	8.6
1193	Pulitzer Amsterdam	Pulitzer, 323, Prinsengracht, Nine Streets, Amsterdam, North Holland, Netherlands, 1016GZ, The Netherlands	Amsterdam	Netherlands	9.1
1194	Dikker en Thijs Fenice Hotel	Dikker & Thijs Fenice Hotel, 444, Prinsengracht, Centrum, Amsterdam, North Holland, Netherlands, 1017KE, The Netherlands	Amsterdam	Netherlands	8.4
1195	Andaz Amsterdam Prinsengracht A Hyatt Hotel	YE42, Keizersgracht, Nine Streets, Amsterdam, North Holland, Netherlands, 1016EV, The Netherlands	Amsterdam	Netherlands	9.3
1196	Hotel Seven One Seven	717-O, Prinsengracht, Grachtengordel, Amsterdam, North Holland, Netherlands, 1017JW, The Netherlands	Amsterdam	Netherlands	8.8
1197	citizenM Amsterdam	CitizenM, 30, Prinses Irenestraat, Zuidas, Amsterdam, North Holland, Netherlands, 1077WX, The Netherlands	Amsterdam	Netherlands	8.6
1198	InterContinental Amstel Amsterdam	Amstel Hotel, Prof. Tulpplein, Nieuwe Pijp, Amsterdam, North Holland, Netherlands, 1018EV, The Netherlands	Amsterdam	Netherlands	9
1199	Attica 21 Barcelona Mar	Hotel Attica 21, 10, Carrer de Provençals, Diagonal Mar i el Front Marítim del Poblenou, Sant Martí, Barcelona, Barcelonès, Barcelona, Catalonia, 08019, Spain	Barcelona	Spain	8.1
1200	Hotel America Barcelona	'58, Carrer d''Enric Granados, l''Antiga Esquerra de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 080007, Spain'	Barcelona	Spain	8.7
1201	Golden Tulip Amsterdam Riverside	Tulip Inn, Loosdrechtdreef, Nellestein, Amsterdam, North Holland, Netherlands, 1104HA, The Netherlands	Amsterdam	Netherlands	7.5
1202	Catalonia Park Putxet	Hotel Catalonia Park Putxet, 68, Carrer del Putxet, el Putget, el Putget i Farró, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalonia, 08023, Spain	Barcelona	Spain	7.4
1203	Hotel Murmuri Barcelona	'17, Passatge de la Concepció, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08008, Spain'	Barcelona	Spain	8.8
1204	NH Collection Barcelona Gran Hotel Calder n	'NH Calderón, Rambla de Catalunya, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, Spain'	Barcelona	Spain	8.8
1205	H10 Metropolitan 4 Sup	'7-9, Rambla de Catalunya, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08007, Spain'	Barcelona	Spain	9.2
1206	HCC Regente	'HCC Regente, 76, Rambla de Catalunya, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08008, Spain'	Barcelona	Spain	8.1
1207	Barcel Raval	Barceló Raval, 17-21, Rambla del Raval, el Raval, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 08001, Spain	Barcelona	Spain	8.4
1208	Le M ridien Barcelona	125, La Rambla, Gothic Quarter, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 80002, Spain	Barcelona	Spain	8.2
1209	Ilunion Barcelona	Ilunion Barcelona, Carrer de la Llacuna, el Poblenou, Sant Martí, Barcelona, Barcelonès, Barcelona, Catalonia, 08005, Spain	Barcelona	Spain	7.9
1210	Austria Trend Hotel Rathauspark Wien	17, Rathausstraße, KG Alsergrund, Alsergrund, Vienna, 1090, Austria	Vienna	Austria	8.5
1211	Hotel Landhaus Fuhrgassl Huber	Landhaus Fuhrgassl-Huber, 24, Rathstraße, KG Neustift am Walde, Döbling, Vienna, 1190, Austria	Vienna	Austria	9
1212	Hotel Parco di Sch nbrunn Vienna	'Casa D''Oro Luciani, 32, Ratschkygasse, Upper Meidling, KG Meidling, Meidling, Vienna, 1120, Austria'	Vienna	Austria	7.9
1213	Catalonia Born	16-18, Carrer del Rec Comtal, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 08010, Spain	Barcelona	Spain	8.8
1214	NH Amsterdam Caransa	Rembrandt Square, Amstelstraat, Grachtengordel, Amsterdam, North Holland, Netherlands, 1017 CD, The Netherlands	Amsterdam	Netherlands	7.9
1215	NH Amsterdam Schiller	Rembrandt Square, Amstelstraat, Grachtengordel, Amsterdam, North Holland, Netherlands, 1017 CD, The Netherlands	Amsterdam	Netherlands	7.7
1216	Royal Amsterdam Hotel	Rembrandt Square, Amstelstraat, Grachtengordel, Amsterdam, North Holland, Netherlands, 1017 CD, The Netherlands	Amsterdam	Netherlands	7.4
1217	Lindner Hotel Am Belvedere	Lindner Hotel am Belvedere, 12, Rennweg, Botschaftsviertel, KG Landstraße, Landstraße, Vienna, 1030, Austria	Vienna	Austria	8.4
1218	NH Wien Belvedere	NH Belvedere, 12a, Rennweg, Botschaftsviertel, KG Landstraße, Landstraße, Vienna, 1030, Austria	Vienna	Austria	8.4
1219	Austria Trend Hotel Savoyen Vienna	Austria Trend Hotel Savoyen, 16, Rennweg, Fasanviertel, KG Landstraße, Landstraße, Vienna, 1030, Austria	Vienna	Austria	8.9
1220	Austria Trend Hotel Doppio Wien	0815, 3, Rinnböckstraße, Neu Marx, KG Landstraße, Landstraße, Vienna, 1030, Austria	Vienna	Austria	8.7
1221	K West Hotel Spa	W14 13, Richmond Way, Brook Green, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 0AY, United Kingdom	London	United Kingdom	8.4
1222	Appartement Hotel an der Riemergasse	8, Riemergasse, Stubenviertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	9.2
1223	Saint SHERMIN bed breakfast champagne	7, Rilkeplatz, Freihausviertel, KG Wieden, Wieden, Vienna, 1040, Austria	Vienna	Austria	9
1224	The Wittmore Adults Only	3, Carrer de Riudarenes, Gothic Quarter, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 08002, Spain	Barcelona	Spain	9.4
1225	Le Meridien Vienna	Le Meridien, Opernring, Kärntner Viertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	8.3
1226	The College Hotel	The College Hotel, 1, Roelof Hartstraat, Nieuwe Pijp, Amsterdam, North Holland, Netherlands, 1071VE, The Netherlands	Amsterdam	Netherlands	8.3
1227	Hotel Roemer Amsterdam	10, Roemer Visscherstraat, Vondelbuurt, Amsterdam, North Holland, Netherlands, 1054EX, The Netherlands	Amsterdam	Netherlands	8.3
1228	Hotel mbit Barcelona	'19, Carrer de Roger de Llúria, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08010, Spain'	Barcelona	Spain	8.9
1229	Catalonia Eixample 1864	'Les Finestres de Llúria, Carrer de Roger de Llúria, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08009, Spain'	Barcelona	Spain	8.3
1230	Negresco Princess 4 Sup	'11, Carrer de Roger de Llúria, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08010, Spain'	Barcelona	Spain	8.9
1231	Petit Palace Barcelona	'23, Carrer de Roger de Llúria, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08010, Spain'	Barcelona	Spain	7.9
1232	Roger de Ll ria	'21, Carrer de Roger de Llúria, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08010, Spain'	Barcelona	Spain	8.5
1233	Hotel Garbi Millenni	Hotel Millenni, Carrer de les Flors, el Raval, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 08004, Spain	Barcelona	Spain	7.6
1234	Vincci Gala	'32, Ronda de Sant Pere, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08010, Spain'	Barcelona	Spain	8.9
1235	Catalonia Square 4 Sup	'9, Ronda de Sant Pere, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08010, Spain'	Barcelona	Spain	9.4
1236	H10 Universitat	'Generalitat de Catalunya. Departament Agricultura, Gran Via de les Corts Catalanes (lateral mar), la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08007, Spain'	Barcelona	Spain	8.5
1237	Bcn Urban Hotels Gran Rosellon	Carrer de Rossell, la Teixonera, Horta-Guinardó, Barcelona, Barcelonès, Barcelona, Catalonia, 08035, Spain	Barcelona	Spain	8.5
1238	Gallery Hotel	'Gallery, 249, Carrer del Rosselló, l''Antiga Esquerra de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08008, Spain'	Barcelona	Spain	9.1
1239	Hotel Omm	'Hotel Sir Victor, 265, Carrer del Rosselló, la Dreta de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08008, Spain'	Barcelona	Spain	8.9
1240	Ayre Hotel Rosell n	394, Carrer del Rosselló, la Sagrada Família, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 8025, Spain	Barcelona	Spain	8.7
1241	Evenia Rossello	'Evenia Rosselló, 191, Carrer del Rosselló, l''Antiga Esquerra de l''Eixample, Eixample, Barcelona, Barcelonès, Barcelona, Catalonia, 08008, Spain'	Barcelona	Spain	8.2
1242	Hotel Imlauer Wien	10, Rotensterngasse, Afrikanerviertel, KG Leopoldstadt, Leopoldstadt, Vienna, 1020, Austria	Vienna	Austria	8.5
1243	Hotel Nestroy Wien	7, Rotensterngasse, Afrikanerviertel, KG Leopoldstadt, Leopoldstadt, Vienna, 1020, Austria	Vienna	Austria	8.1
1244	Hotel Lam e	15, Rotenturmstraße, Stubenviertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	8.7
1245	Crowne Plaza London Docklands	Crowne Plaza London - Docklands, Western Gateway, Canning Town, London Borough of Newham, London, Greater London, England, E16 1BJ, United Kingdom	London	United Kingdom	8.8
1246	K K Palais Hotel	11, Rudolfsplatz, Textilviertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	8.6
1247	Radisson Blu Hotel Amsterdam	Radisson BLU Hotel, 17, Rusland, Burgwallen-Oude Zijde, Amsterdam, North Holland, Netherlands, 1012 CK, The Netherlands	Amsterdam	Netherlands	8.6
1248	Catalonia Rigoletto	14, Carrer de Sabino Arana, la Maternitat i Sant Ramon, les Corts, Barcelona, Barcelonès, Barcelona, Catalonia, 08028, Spain	Barcelona	Spain	8.6
1249	Hotel Neri	1, Carrer de Sant Felip Neri, Gothic Quarter, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 08002, Spain	Barcelona	Spain	9.2
1250	Capri by Fraser Barcelona	Capri by Fraser Barcelona, Carrer de Sancho de Ávila, el Parc i la Llacuna del Poblenou, Sant Martí, Barcelona, Barcelonès, Barcelona, Catalonia, 08018, Spain	Barcelona	Spain	8.8
1251	Hotel Espa a Ramblas	Fonda Espanya, Carrer de Sant Pau, el Raval, Ciutat Vella, Barcelona, Barcelonès, Barcelona, Catalonia, 80002, Spain	Barcelona	Spain	8.7
1252	Abba Garden	abba Garden hotel, 33, Carrer de Santa Rosa, Pedralbes, les Corts, Esplugues de Llobregat, Barcelonès, Barcelona, Catalonia, 08950, Spain	Barcelona	Spain	7.9
1253	Zenit Barcelona	8, Carrer de Santaló, Galvany, Sant Gervasi - Galvany, Sarrià - Sant Gervasi, Barcelona, Barcelonès, Barcelona, Catalonia, 08006, Spain	Barcelona	Spain	8.1
1254	Hyatt Regency Amsterdam	Hyatt Regency Amsterdam, 104, Sarphatistraat, Weesperbuurt, Amsterdam, North Holland, Netherlands, 1018GV, The Netherlands	Amsterdam	Netherlands	8.8
1255	Copthorne Tara Hotel London Kensington	'The Copthorne Tara Hotel, Scarsdale Place, Earl''s Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 5SR, United Kingdom'	London	United Kingdom	8.1
1256	Courtyard by Marriott Vienna Schoenbrunn	Austria Trend Hotel Zoo Wien, 38-40, Schönbrunner Schlossstraße, Upper Meidling, KG Meidling, Meidling, Vienna, 1120, Austria	Vienna	Austria	8.3
1257	Arthotel ANA Prime	41, Schönbrunner Straße, Nikolsdorf, KG Margareten, Margareten, Vienna, 1050, Austria	Vienna	Austria	8.4
1258	Fletcher Hotel Amsterdam	50, Schepenbergweg, Amstel III, Amsterdam, North Holland, Netherlands, 1105 AT, Netherlands	Amsterdam	Netherlands	7.8
1259	Austria Trend Hotel Park Royal Palace Vienna	Radisson Blu Park Royal Palace Hotel, Vienna, 8, Schlossallee, KG Penzing, Penzing, Vienna, 1140, Austria	Vienna	Austria	8.8
1260	Falkensteiner Hotel Wien Zentrum Schottenfeld	Max Brown 7th District, 74, Schottenfeldgasse, Lerchenfeld, KG Neubau, Neubau, Vienna, 1070, Austria	Vienna	Austria	8.3
1261	Hilton Vienna Plaza	Hilton Vienna Plaza, 11, Schottenring, Schottenviertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	8.6
1262	Palais Hansen Kempinski Vienna	Palais Hansen, Schottenring, Textilviertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	9.2
1263	Hotel de France Wien	4, Maria-Theresien-Straße, KG Alsergrund, Alsergrund, Vienna, 1090, Austria	Vienna	Austria	8.5
1264	Grand Ferdinand Vienna Your Hotel In The City Center	Meissl & Schadn, 10-12, Schubertring, Kärntner Viertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	8.6
1265	Hotel Am Schubertring	Schubert Bar, 11, Schubertring, Kärntner Viertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	8.2
1266	The Ritz Carlton Vienna	Ritz Carlton, Schubertring, Stubenviertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	8.9
1267	Hotel K nig von Ungarn	Königin von Ungarn, 10, Schulerstraße, Stubenviertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	9.3
1268	Hotel Domizil	2, Grünangergasse, Stubenviertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	8.9
1269	Hotel Capricorno	Hotel Capricorno, 3-4, Schwedenplatz, Stubenviertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	9.1
1270	Room Mate Giulia	Duomo, Via San Tomaso, Cordusio, Municipio 1, Milan, Lombardy, 2021, Italy	Milan	Italy	9.3
1271	Simm s Hotel	Pearle, 55-57, Simmeringer Hauptstraße, KG Simmering, Simmering, Vienna, 1110, Austria	Vienna	Austria	8.5
1272	Hotel Esther a	305, Singel, Burgwallen-Nieuwe Zijde, Amsterdam, North Holland, Netherlands, 1012WJ, The Netherlands	Amsterdam	Netherlands	9.1
1273	Hotel Royal	Ristorante Settimo Cielo, 3, Singerstraße, Kärntner Viertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	8.6
1274	Sloane Square Hotel	Sloane Square Hotel, Sloane Square, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW1W 8EG, United Kingdom	London	United Kingdom	8.2
1275	Best Western Plus Hotel Blue Square	XO Hotels Blue Square, 80, Slotermeerlaan, Slotermeer, Amsterdam, North Holland, Netherlands, 1064HD, The Netherlands	Amsterdam	Netherlands	7.3
1276	Austria Trend Hotel Ananas Wien	93-95, Rechte Wienzeile, Nikolsdorf, KG Margareten, Margareten, Vienna, 1050, Austria	Vienna	Austria	8.2
1277	Hotel Zeitgeist Vienna Hauptbahnhof	13, Sonnwendgasse, Sonnwendviertel, KG Favoriten, Favoriten, Vienna, 1100, Austria	Vienna	Austria	8.7
1278	AZIMUT Hotel Vienna	AZIMUT Vienna Delta, Mannhartgasse, Quartier Belvedere, KG Favoriten, Favoriten, Vienna, 1100, Austria	Vienna	Austria	8.2
1279	Hilton London Canary Wharf	Wyndham House, 189, Marsh Wall, Isle of Dogs, London Borough of Tower Hamlets, London, Greater London, England, E14 9SH, United Kingdom	London	United Kingdom	9
1280	Grange Holborn Hotel	'Theobald''s Road, Southampton Row, Holborn, St Giles, London Borough of Camden, London, Greater London, England, WC1B 4BB, United Kingdom'	London	United Kingdom	8.4
1281	WestCord Art Hotel Amsterdam 4 stars	Brediusbad, 306, Spaarndammerdijk, Amsterdam, North Holland, Netherlands, 1013ZX, Netherlands	Amsterdam	Netherlands	8.5
1282	W Amsterdam	W Amsterdam, 175, Spuistraat, Burgwallen-Nieuwe Zijde, Amsterdam, North Holland, Netherlands, 1012 VN, The Netherlands	Amsterdam	Netherlands	8.4
1283	NH City Centre Amsterdam	NH City Centre Amsterdam, Vliegendesteeg, Burgwallen-Nieuwe Zijde, Amsterdam, North Holland, Netherlands, 1012WK, The Netherlands	Amsterdam	Netherlands	8.2
1284	The Stafford London	'The Stafford, St. James''s Place, St. James''s, Mayfair, City of Westminster, London, Greater London, England, SW1A 1NN, United Kingdom'	London	United Kingdom	9.1
1285	The Tower A Guoman Hotel	'Tradewinds, 50, St Katharine''s Way, St. George in the East, London Borough of Tower Hamlets, London, Greater London, England, E1W 1LB, United Kingdom'	London	United Kingdom	8.6
1286	Ramada Apollo Amsterdam Centre	Floor 17, Staalmeesterslaan, Overtoomse Veld, Amsterdam, North Holland, Netherlands, 1057 PH, The Netherlands	Amsterdam	Netherlands	8.2
1287	Amsterdam Marriott Hotel	12, Stadhouderskade, Vondelbuurt, Amsterdam, North Holland, Netherlands, 1054ES, The Netherlands	Amsterdam	Netherlands	8.1
1288	Park Hotel	Park Hotel, 25, Stadhouderskade, Nieuwe Pijp, Amsterdam, North Holland, Netherlands, 1071 ZD, The Netherlands	Amsterdam	Netherlands	8.3
1289	NH Amsterdam Centre	Hotel NH, 7, Stadhouderskade, Vondelbuurt, Amsterdam, North Holland, Netherlands, 1054ES, The Netherlands	Amsterdam	Netherlands	7.7
1290	DO CO Hotel Vienna	Haas-Haus, Stock-im-Eisen-Platz, Kärntner Viertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	9
1291	Hotel Am Stephansplatz	Hotel am Stephansplatz, 9, Stephansplatz, Stubenviertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	9.3
1292	The Savoy	125-130, Strand, St Clement Danes, Covent Garden, City of Westminster, London, Greater London, England, WC2R 0AP, United Kingdom	London	United Kingdom	9.4
1293	The May Fair Hotel	'50 Berkeley Street, 50, Berkeley Street, St. James''s, Mayfair, City of Westminster, London, Greater London, England, W1J 8DL, United Kingdom'	London	United Kingdom	8.4
1294	Best Western Hotel Pension Arenberg Wien Zentrum	Arenberg, Stubenring, Stubenviertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	7.7
1295	Hotel Stefanie	Produktenbörse, Durchhaus Taborstraße 10, Karmeliterviertel, KG Leopoldstadt, Leopoldstadt, Vienna, 1020, Austria	Vienna	Austria	9.1
1296	Amba Hotel Charing Cross	Trafalgar Square / Charing Cross Station, Strand, St Clement Danes, Covent Garden, City of Westminster, London, Greater London, England, WC2, United Kingdom	London	United Kingdom	9.3
1297	Hotel Das Tigra	14, Tiefer Graben, Schottenviertel, KG Innere Stadt, Innere Stadt, Vienna, 1010, Austria	Vienna	Austria	8.9
1298	Holiday Inn London Brent Cross	Holiday Inn Brent Cross, Tilling Road, Clitterhouse Estate, Brent Cross, London Borough of Barnet, London, Greater London, England, NW2 1LP, United Kingdom	London	United Kingdom	7.9
1299	Bermondsey Square Hotel A Bespoke Hotel	Abbey Street, Tower Bridge Road, Bermondsey Spa, Walworth, London Borough of Southwark, London, Greater London, England, SE17, United Kingdom	London	United Kingdom	8.3
1300	Courtyard by Marriott Vienna Prater Messe	Courtyard by Marriott Wien Messe, 4, Trabrennstraße, Pratercottage, KG Leopoldstadt, Leopoldstadt, Vienna, 1020, Austria	Vienna	Austria	8.7
1301	NH Barcelona Stadium	Mercadona, Travessera de les Corts, la Maternitat i Sant Ramon, les Corts, Barcelona, Barcelonès, Barcelona, Catalonia, 08028, Spain	Barcelona	Spain	8.1
